"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","slope_lower_95","slope_upper_95","p_value","r_squared","n_cells_model","resample_id","k_sample","slope_filter_id"
0.00585,"Holocene","Northern",-1.27222256763124,92.675756725087,0.66635866002572,-2.57828554128166,0.0338404060191662,0.128862300874311,0.476789428135121,6,1,2,"occurrence5"
0.00585,"Holocene","Northern",-1.00281983334217,85.9649181801477,0.59539932906446,-2.16980251830852,0.164162851624166,0.167411981026711,0.414931201785036,6,2,2,"occurrence5"
0.00585,"Holocene","Northern",-0.99591944163825,87.0371030818964,0.548870788316136,-2.07170618673788,0.0798673034613756,0.143795140162678,0.451481223289523,6,3,2,"occurrence5"
0.00585,"Holocene","Northern",-1.07903296096396,88.8716942980969,0.491970670482612,-2.04329547510988,-0.114770446818036,0.0933489780901309,0.545996698778337,6,4,2,"occurrence5"
0.00585,"Holocene","Northern",-1.30120443567469,92.8701872224913,0.73600693526498,-2.74377802879405,0.141369157444669,0.151806704386298,0.43864028133304,6,5,2,"occurrence5"
0.00585,"Holocene","Northern",-1.3905328719452,93.4747222948692,0.879022110363417,-3.1134162082575,0.332350464367095,0.188832169226283,0.384845894033155,6,6,2,"occurrence5"
0.00585,"Holocene","Northern",-1.3905328719452,93.4747222948692,0.879022110363417,-3.1134162082575,0.332350464367094,0.188832169226283,0.384845894033156,6,7,2,"occurrence5"
0.00585,"Holocene","Northern",-1.01453380771397,88.4726490625984,0.504854424450979,-2.00404847963789,-0.0250191357900553,0.114856953902764,0.502383573621205,6,8,2,"occurrence5"
0.00585,"Holocene","Northern",-1.19076856868913,91.9526342454501,0.572113658490361,-2.31211133933024,-0.0694257980480226,0.105861163100736,0.519924133109989,6,9,2,"occurrence5"
0.00585,"Holocene","Northern",-0.969152658230946,85.6361475104576,0.577036112429191,-2.10014343859216,0.161838122130268,0.168346601611575,0.413561933944927,6,10,2,"occurrence5"
0.00585,"Holocene","Northern",-1.37378040401042,93.5428870297405,0.805976798174583,-2.9534949284326,0.205934120411765,0.163492304222459,0.420733995736107,6,11,2,"occurrence5"
0.00585,"Holocene","Northern",-1.21405924671157,90.9348063920841,0.667587434863472,-2.52253061904397,0.0944121256208394,0.143113475434477,0.452596409666144,6,12,2,"occurrence5"
0.00585,"Holocene","Northern",-1.31139240922936,92.4093065999589,0.797040508895982,-2.87359180666549,0.250806988206762,0.175247654397398,0.40361719716533,6,13,2,"occurrence5"
0.00585,"Holocene","Northern",-1.37378040401042,93.5428870297405,0.805976798174583,-2.9534949284326,0.205934120411764,0.163492304222459,0.420733995736107,6,14,2,"occurrence5"
0.00585,"Holocene","Northern",-1.3612865260025,93.4375523750852,0.804455662326622,-2.93801962416268,0.215446572157678,0.165867720820207,0.417205664681133,6,15,2,"occurrence5"
0.00585,"Holocene","Northern",-0.99591944163825,87.0371030818964,0.548870788316136,-2.07170618673788,0.0798673034613754,0.143795140162678,0.451481223289523,6,16,2,"occurrence5"
0.00585,"Holocene","Northern",-1.3612865260025,93.4375523750852,0.804455662326622,-2.93801962416268,0.215446572157679,0.165867720820207,0.417205664681133,6,17,2,"occurrence5"
0.00585,"Holocene","Northern",-1.06178912214888,87.6942967795503,0.513534256524704,-2.0683162649373,-0.0552619793604607,0.107520785899677,0.516617225792589,6,18,2,"occurrence5"
0.00585,"Holocene","Northern",-1.32208108100443,92.737710831254,0.724261897718714,-2.74163440053311,0.0974722385242477,0.14198074481298,0.454457629987957,6,19,2,"occurrence5"
0.00585,"Holocene","Northern",-1.24322092843137,91.1540958181903,0.686968521730045,-2.58967923102226,0.103237374159522,0.144594289679788,0.450178458723462,6,20,2,"occurrence5"
0.00585,"Holocene","Northern",-1.06871271587868,90.1624114061439,0.440434657132814,-1.931964643859,-0.205460787898367,0.0722539581059278,0.595464364124061,6,21,2,"occurrence5"
0.00585,"Holocene","Northern",-1.46284303902823,94.8602670123466,0.883216527950621,-3.19394743381145,0.26826135575499,0.173008924515219,0.406811830039901,6,22,2,"occurrence5"
0.00585,"Holocene","Northern",-0.847174363410164,83.018992561177,0.618418206534001,-2.05927404821681,0.364925321396477,0.242578064353087,0.31933899560952,6,23,2,"occurrence5"
0.00585,"Holocene","Northern",-1.3905328719452,93.4747222948692,0.879022110363417,-3.1134162082575,0.332350464367095,0.188832169226283,0.384845894033155,6,24,2,"occurrence5"
0.00585,"Holocene","Northern",-0.99591944163825,87.0371030818964,0.548870788316135,-2.07170618673788,0.0798673034613749,0.143795140162678,0.451481223289523,6,25,2,"occurrence5"
0.00585,"Holocene","Northern",-1.28783096433201,92.3808383593925,0.705246545881802,-2.67011419426034,0.0944522655963229,0.141873052997927,0.454635111324415,6,26,2,"occurrence5"
0.00585,"Holocene","Northern",-1.32810724280961,92.8819129203844,0.78534476486894,-2.86738298195273,0.211168496333515,0.16607589508333,0.416898174718236,6,27,2,"occurrence5"
0.00585,"Holocene","Northern",-0.990070195730892,87.2136587422194,0.53678968010694,-2.04217796874049,0.0620375772787095,0.138883434741791,0.459599420932837,6,28,2,"occurrence5"
0.00585,"Holocene","Northern",-1.07391698097203,89.0821528336596,0.482617141106848,-2.01984657754145,-0.127987384402606,0.0900905589968215,0.553147033638503,6,29,2,"occurrence5"
0.00585,"Holocene","Northern",-1.24322092843137,91.1540958181903,0.686968521730045,-2.58967923102226,0.103237374159522,0.144594289679788,0.450178458723462,6,30,2,"occurrence5"
